transaction_id,customer_id,amount,currency,payment_method,failure_reason,attempt_number,previous_success_count,previous_failure_count,average_transaction_amount,customer_lifetime_value,days_since_last_purchase,purchase_frequency,subscription_status,device_type,country,hour,day_of_week,recovery_probability,recovered,recovery_time_minutes,recovery_action
TXN004802,CUST04306,571.42,INR,card,network_error,1,12,4,4715.06,57874.01,81,1.637,inactive,mobile,Singapore,2,3,0.97,1,20,payment_link
TXN004803,CUST00122,2364.47,INR,upi,network_error,3,7,2,9441.46,90867.95,36,0.997,inactive,desktop,India,5,5,0.871,1,27,payment_link
TXN004804,CUST02405,1226.3,INR,card,expired_card,1,7,2,3449.53,34723.29,95,0.89,active,mobile,USA,17,2,0.7744,1,23,retry
TXN004805,CUST00465,3250.11,INR,upi,bank_timeout,1,5,5,4353.12,38071.66,129,0.789,inactive,mobile,USA,17,1,0.6958,0,0,reminder
TXN004806,CUST03859,28279.31,INR,upi,incorrect_otp,1,9,3,8491.84,119447.31,164,1.843,active,mobile,USA,3,0,0.9368,1,5,retry
TXN004807,CUST01881,4321.64,INR,upi,network_error,4,8,5,1245.77,18966.09,51,1.406,active,mobile,India,23,1,0.9269,1,39,payment_link
TXN004808,CUST02063,25444.23,INR,card,bank_timeout,1,7,3,496.92,4556.82,93,1.7,active,mobile,UK,11,1,0.9485,1,21,payment_link
TXN004809,CUST00955,1117.66,INR,upi,incorrect_otp,2,11,2,1616.41,26453.33,3,1.075,inactive,mobile,UK,12,2,0.9663,1,42,retry
TXN004810,CUST00307,2118.92,INR,card,bank_timeout,1,6,2,6392.58,66990.7,118,1.797,active,mobile,USA,16,3,0.97,1,18,payment_link
TXN004811,CUST03910,3843.55,INR,upi,insufficient_funds,1,10,3,4807.16,82145.0,8,0.713,active,mobile,UK,7,1,0.9426,1,21,retry
TXN004812,CUST01378,3616.29,INR,card,insufficient_funds,1,6,2,7042.98,50151.37,8,0.659,active,mobile,India,14,1,0.9411,1,20,retry
TXN004813,CUST02169,1718.76,INR,card,insufficient_funds,1,10,4,1776.71,19961.85,136,0.037,inactive,mobile,Singapore,18,5,0.1337,0,0,escalate
TXN004814,CUST01184,433.4,INR,card,issuer_decline,3,4,1,1083.76,3696.64,102,1.206,active,desktop,UAE,7,5,0.7832,1,46,payment_link
TXN004815,CUST03164,21207.58,INR,card,bank_timeout,1,3,0,1991.04,6043.5,107,0.012,inactive,mobile,UAE,2,3,0.4132,1,29,escalate
TXN004816,CUST02396,3743.54,INR,upi,network_error,1,7,1,1969.45,14140.41,10,0.217,active,desktop,UAE,5,2,0.97,1,7,payment_link
TXN004817,CUST02010,4443.46,INR,card,insufficient_funds,1,14,2,879.88,20781.12,81,1.002,active,mobile,UAE,15,4,0.97,1,20,retry
TXN004818,CUST00343,866.58,INR,card,insufficient_funds,4,10,2,1300.03,11806.62,63,1.804,inactive,mobile,Singapore,18,5,0.3807,0,0,escalate
TXN004819,CUST00233,2087.54,INR,upi,bank_timeout,1,7,3,5152.65,40829.93,113,0.262,active,tablet,Singapore,2,6,0.9475,1,31,payment_link
TXN004820,CUST00612,1582.12,INR,netbanking,expired_card,1,9,3,1307.01,11668.79,131,1.744,active,mobile,Singapore,23,0,0.8488,1,16,retry
TXN004821,CUST01036,2322.37,INR,card,network_error,1,5,0,4183.92,29993.96,36,1.65,active,mobile,UAE,16,0,0.9686,1,51,payment_link
TXN004822,CUST03404,3037.63,INR,card,incorrect_otp,2,11,1,4919.52,74246.22,28,0.649,active,mobile,USA,21,4,0.97,1,5,retry
TXN004823,CUST03843,2013.46,INR,upi,bank_timeout,1,12,2,11611.69,161921.2,10,1.843,active,mobile,Singapore,17,5,0.97,1,17,payment_link
TXN004824,CUST04115,3787.53,INR,netbanking,expired_card,1,6,2,3062.35,35520.98,97,1.147,inactive,desktop,UK,0,0,0.2326,0,0,escalate
TXN004825,CUST03435,6141.69,INR,upi,insufficient_funds,1,6,4,1473.13,12468.71,162,0.957,inactive,desktop,UAE,18,0,0.3467,0,0,escalate
TXN004826,CUST03466,15013.59,INR,card,issuer_decline,3,9,2,7708.08,106070.98,179,1.954,active,mobile,India,7,6,0.97,1,23,payment_link
TXN004827,CUST01935,2267.83,INR,card,incorrect_otp,2,12,1,1175.44,16755.65,178,1.828,trial,mobile,India,15,4,0.8972,1,27,retry
TXN004828,CUST04616,4789.1,INR,card,insufficient_funds,3,12,2,2403.6,24450.19,160,0.454,inactive,desktop,USA,19,0,0.0844,1,98,escalate
TXN004829,CUST03838,1744.18,INR,card,network_error,1,14,0,2972.51,54157.75,75,0.551,inactive,desktop,Singapore,21,1,0.97,1,31,payment_link
TXN004830,CUST02327,6273.4,INR,upi,issuer_decline,1,15,3,11889.74,172129.22,141,1.423,inactive,mobile,India,21,1,0.97,1,18,payment_link
TXN004831,CUST04343,306.1,INR,card,insufficient_funds,1,5,1,3648.34,23695.12,15,1.146,inactive,mobile,USA,2,5,0.8386,0,0,retry
TXN004832,CUST00728,6427.62,INR,card,network_error,1,9,1,1532.61,16690.95,25,1.465,inactive,mobile,USA,8,0,0.97,1,5,payment_link
TXN004833,CUST04684,1055.61,INR,card,network_error,3,7,3,4180.61,24867.0,108,0.581,trial,desktop,India,23,4,0.575,0,0,reminder
TXN004834,CUST02601,415.07,INR,netbanking,issuer_decline,1,9,4,5424.34,42374.63,15,0.934,trial,desktop,UK,1,0,0.949,1,30,payment_link
TXN004835,CUST04215,7726.28,INR,wallet,network_error,3,10,0,5770.58,82944.5,166,1.985,inactive,desktop,UAE,9,3,0.9645,1,29,payment_link
TXN004836,CUST01506,3871.32,INR,card,insufficient_funds,1,11,1,1342.07,29481.74,106,0.6,trial,desktop,UK,0,0,0.6255,0,0,reminder
TXN004837,CUST03896,7816.38,INR,upi,network_error,1,4,4,3011.32,11892.72,73,1.655,active,mobile,USA,10,4,0.97,1,25,payment_link
TXN004838,CUST00195,1974.51,INR,upi,issuer_decline,1,6,0,2013.38,17869.49,16,1.262,active,mobile,Singapore,11,5,0.9358,1,36,payment_link
TXN004839,CUST04444,5132.62,INR,upi,expired_card,1,3,0,1664.21,4222.06,111,1.451,active,tablet,India,1,4,0.8871,1,39,retry
TXN004840,CUST01183,1085.15,INR,upi,network_error,2,11,1,2224.15,23126.54,7,1.512,inactive,mobile,USA,13,2,0.97,1,15,payment_link
TXN004841,CUST01652,1085.84,INR,upi,issuer_decline,1,14,1,3862.98,85762.19,80,1.319,inactive,tablet,UK,7,6,0.97,1,5,payment_link
TXN004842,CUST04251,6074.24,INR,upi,network_error,2,7,1,9767.99,93213.21,7,0.088,active,mobile,UK,19,0,0.97,1,40,payment_link
TXN004843,CUST04365,537.96,INR,card,network_error,1,11,2,4560.21,67781.0,34,0.762,active,tablet,USA,3,2,0.97,1,40,payment_link
TXN004844,CUST00290,2262.73,INR,wallet,issuer_decline,2,5,3,4366.73,33273.82,50,0.498,active,mobile,UAE,11,3,0.9063,1,26,payment_link
TXN004845,CUST00929,6183.59,INR,upi,expired_card,1,8,2,5473.2,71433.85,149,1.66,active,desktop,UAE,1,4,0.9264,1,29,retry
TXN004846,CUST04410,2077.51,INR,card,issuer_decline,1,10,2,2736.1,39916.38,150,0.433,active,mobile,UK,6,0,0.8789,1,18,payment_link
TXN004847,CUST01193,2474.19,INR,card,issuer_decline,3,12,2,4681.98,89743.02,3,1.352,trial,mobile,USA,23,3,0.97,1,38,payment_link
TXN004848,CUST01571,2588.12,INR,card,issuer_decline,2,11,1,23255.26,294780.27,4,1.644,inactive,desktop,Singapore,23,6,0.9666,1,19,payment_link
TXN004849,CUST01791,7998.9,INR,card,expired_card,1,12,2,1192.06,19789.66,43,0.227,active,desktop,UAE,4,1,0.8013,1,5,retry
TXN004850,CUST04479,670.83,INR,card,incorrect_otp,1,8,1,1603.27,23687.07,109,1.712,active,mobile,India,3,5,0.97,1,5,retry
TXN004851,CUST01858,9192.7,INR,wallet,network_error,1,4,1,2865.59,18622.84,156,1.966,active,desktop,UAE,17,3,0.97,1,34,payment_link
TXN004852,CUST02724,18374.97,INR,upi,bank_timeout,2,9,3,6101.45,59708.36,109,1.175,active,desktop,USA,3,6,0.97,1,57,payment_link
TXN004853,CUST04840,2465.61,INR,wallet,network_error,1,6,3,4761.16,31595.61,94,1.371,inactive,mobile,India,18,6,0.9289,1,54,payment_link
TXN004854,CUST04602,1928.64,INR,netbanking,insufficient_funds,2,6,5,1212.5,12993.26,54,0.775,active,mobile,UK,16,4,0.6882,1,36,reminder
TXN004855,CUST01490,5113.52,INR,upi,network_error,1,6,2,2773.12,16721.27,52,0.572,inactive,mobile,USA,18,6,0.9429,1,28,payment_link
TXN004856,CUST02292,17195.48,INR,upi,insufficient_funds,2,7,0,1292.74,11249.12,57,1.218,inactive,desktop,UK,21,4,0.6251,0,0,reminder
TXN004857,CUST03776,12131.35,INR,netbanking,incorrect_otp,1,7,1,2917.62,40735.18,160,1.212,active,mobile,India,4,5,0.9292,1,25,retry
TXN004858,CUST02313,1967.71,INR,upi,expired_card,1,9,1,2929.53,22613.33,16,1.838,trial,mobile,UK,18,1,0.97,1,23,retry
TXN004859,CUST04649,2082.76,INR,card,expired_card,1,9,3,1879.67,31973.23,144,0.355,trial,mobile,Singapore,18,6,0.2481,0,0,escalate
TXN004860,CUST00383,9906.16,INR,card,issuer_decline,2,12,2,2388.88,27102.73,148,0.027,active,mobile,India,6,5,0.7602,0,0,payment_link
TXN004861,CUST01200,1042.07,INR,card,issuer_decline,2,12,2,1935.22,29837.92,180,1.558,active,mobile,India,17,5,0.97,1,5,payment_link
TXN004862,CUST02583,2939.24,INR,upi,bank_timeout,4,5,0,2444.87,21210.5,174,0.485,active,mobile,USA,19,4,0.7335,0,0,reminder
TXN004863,CUST02420,292.19,INR,wallet,bank_timeout,1,8,2,3205.49,36361.72,133,1.814,active,mobile,UAE,20,6,0.97,1,17,payment_link
TXN004864,CUST00259,10482.47,INR,card,incorrect_otp,1,8,4,3799.11,56082.14,83,1.006,active,desktop,UK,22,4,0.97,1,5,retry
TXN004865,CUST00445,974.87,INR,card,incorrect_otp,2,6,2,6892.95,52121.63,176,0.839,trial,mobile,USA,14,1,0.7286,1,28,reminder
TXN004866,CUST03113,1635.44,INR,card,insufficient_funds,3,5,1,1118.7,6640.81,98,1.607,active,mobile,UAE,15,6,0.69,1,20,reminder
TXN004867,CUST01409,3112.73,INR,card,bank_timeout,1,8,1,3794.97,48693.69,2,0.131,active,mobile,UK,13,0,0.97,1,24,payment_link
TXN004868,CUST04659,3807.41,INR,card,issuer_decline,1,9,1,1750.79,24470.98,43,1.857,inactive,desktop,Singapore,18,2,0.9352,1,29,payment_link
TXN004869,CUST01452,7173.67,INR,card,insufficient_funds,2,9,2,2164.25,31432.18,55,0.909,trial,mobile,India,10,2,0.6979,0,0,reminder
TXN004870,CUST02171,1622.88,INR,card,incorrect_otp,1,11,0,4880.35,105256.42,143,1.006,trial,tablet,USA,11,5,0.9634,1,5,retry
TXN004871,CUST02884,25759.13,INR,card,network_error,2,9,2,1953.26,14846.83,93,0.939,inactive,desktop,India,12,2,0.597,1,62,reminder
TXN004872,CUST00122,4400.66,INR,card,expired_card,3,7,1,3127.73,19119.53,42,1.789,inactive,desktop,UK,10,6,0.4436,1,61,escalate
TXN004873,CUST01202,2256.14,INR,netbanking,network_error,1,5,1,2440.33,15699.93,57,0.213,inactive,mobile,UAE,16,6,0.9154,1,29,payment_link
TXN004874,CUST03558,46995.61,INR,card,issuer_decline,2,4,1,2026.8,11011.88,45,1.613,active,mobile,India,21,2,0.9428,1,22,payment_link
TXN004875,CUST03355,2038.21,INR,card,network_error,3,8,1,2001.85,15083.38,33,0.466,inactive,tablet,UAE,8,6,0.704,1,14,reminder
TXN004876,CUST02072,2382.81,INR,card,issuer_decline,1,9,5,2921.35,44429.95,130,0.794,active,desktop,India,13,0,0.9415,1,5,payment_link
TXN004877,CUST01657,4149.66,INR,upi,incorrect_otp,1,8,1,987.64,12658.31,113,1.507,inactive,mobile,USA,7,6,0.8268,1,55,retry
TXN004878,CUST02777,3247.4,INR,upi,network_error,2,9,1,7242.04,118943.56,99,0.257,active,desktop,UK,10,4,0.9306,1,5,payment_link
TXN004879,CUST00721,9880.65,INR,card,expired_card,1,4,5,10573.98,37930.87,123,0.838,inactive,mobile,Singapore,8,1,0.0999,0,0,escalate
TXN004880,CUST04542,1572.66,INR,netbanking,expired_card,1,12,2,2118.56,28352.43,149,1.051,active,mobile,UK,2,4,0.777,0,0,retry
TXN004881,CUST02782,2075.18,INR,card,bank_timeout,1,2,1,1198.13,3847.8,126,0.878,active,mobile,USA,18,4,0.97,1,5,payment_link
TXN004882,CUST04996,1627.02,INR,upi,bank_timeout,1,7,1,9651.66,57647.94,37,1.032,active,mobile,UK,3,3,0.97,1,5,payment_link
TXN004883,CUST02854,3588.49,INR,upi,bank_timeout,2,9,2,9981.45,157625.02,13,1.666,active,tablet,India,0,4,0.97,1,35,payment_link
TXN004884,CUST02000,6541.9,INR,netbanking,issuer_decline,2,4,2,2362.17,15897.19,130,1.629,active,mobile,UAE,18,0,0.935,1,20,payment_link
TXN004885,CUST04790,1640.82,INR,card,network_error,1,8,1,4076.24,44267.37,118,1.927,inactive,desktop,UAE,4,1,0.9566,1,18,payment_link
TXN004886,CUST00302,2228.29,INR,card,issuer_decline,4,9,2,4672.48,82710.0,110,1.208,inactive,desktop,USA,8,0,0.3044,0,0,escalate
TXN004887,CUST02779,4916.7,INR,upi,bank_timeout,1,8,3,1668.02,23050.71,154,1.426,trial,mobile,Singapore,1,3,0.97,1,5,payment_link
TXN004888,CUST00486,16889.14,INR,netbanking,insufficient_funds,1,10,2,2713.72,27762.62,141,1.965,active,mobile,USA,5,2,0.9345,1,28,retry
TXN004889,CUST04691,7601.82,INR,upi,expired_card,4,10,0,2493.43,36832.73,20,0.107,active,mobile,India,7,0,0.486,1,52,reminder
TXN004890,CUST02339,5845.43,INR,upi,bank_timeout,1,9,1,3543.53,38716.18,153,0.275,active,mobile,Singapore,11,5,0.8899,1,38,payment_link
TXN004891,CUST03006,4840.44,INR,card,issuer_decline,1,7,1,5277.25,37364.51,172,1.67,inactive,mobile,Singapore,2,2,0.883,0,0,payment_link
TXN004892,CUST00448,2083.8,INR,upi,issuer_decline,2,4,2,8407.85,36685.16,52,1.451,active,mobile,India,9,0,0.97,1,5,payment_link
TXN004893,CUST03500,1263.37,INR,card,incorrect_otp,4,12,2,9554.42,158313.04,148,0.216,trial,desktop,USA,5,6,0.3861,0,0,escalate
TXN004894,CUST02283,35916.79,INR,upi,insufficient_funds,3,12,2,3948.61,48713.0,77,1.208,inactive,mobile,UAE,19,4,0.3116,0,0,escalate
TXN004895,CUST04450,1385.68,INR,netbanking,insufficient_funds,1,6,4,1184.0,6942.5,92,1.027,active,desktop,UK,6,2,0.6617,1,30,reminder
TXN004896,CUST04589,7937.22,INR,card,network_error,1,10,1,4985.11,46732.73,36,1.203,active,desktop,India,23,5,0.9688,1,23,payment_link
TXN004897,CUST01839,12873.33,INR,upi,bank_timeout,2,4,1,2252.11,14626.11,175,1.664,active,mobile,India,2,3,0.94,1,31,payment_link
TXN004898,CUST03355,4077.89,INR,wallet,incorrect_otp,2,5,1,3147.49,24855.77,41,1.511,trial,desktop,UAE,17,6,0.97,1,39,retry
TXN004899,CUST02358,2147.34,INR,upi,bank_timeout,2,9,1,4473.09,54789.79,16,0.367,inactive,mobile,USA,4,6,0.9012,1,42,payment_link
TXN004900,CUST02955,22207.94,INR,upi,insufficient_funds,1,10,2,2429.87,22211.68,156,0.473,active,desktop,UK,9,5,0.6757,1,46,reminder
TXN004901,CUST00157,5243.75,INR,netbanking,insufficient_funds,1,7,2,5221.8,56299.27,169,0.97,inactive,mobile,UK,23,2,0.3841,0,0,escalate
TXN004902,CUST04480,1773.68,INR,upi,insufficient_funds,1,7,1,10551.18,107348.95,73,1.133,inactive,mobile,UK,8,3,0.8965,1,39,retry
TXN004903,CUST03053,9664.48,INR,upi,bank_timeout,1,9,1,1428.45,15066.01,38,1.79,trial,mobile,UAE,14,0,0.97,1,14,payment_link
TXN004904,CUST01623,12759.62,INR,upi,bank_timeout,1,10,1,3383.56,65097.25,90,1.974,active,desktop,India,8,3,0.9612,1,27,payment_link
TXN004905,CUST03819,1292.06,INR,upi,bank_timeout,1,10,1,10804.52,188832.57,3,1.754,active,mobile,USA,16,6,0.97,1,9,payment_link
TXN004906,CUST04407,1492.05,INR,card,issuer_decline,1,6,4,2223.17,25635.69,88,0.992,active,mobile,USA,8,4,0.9358,1,33,payment_link
TXN004907,CUST02098,7607.47,INR,wallet,network_error,1,12,1,1722.36,33827.66,172,0.344,trial,desktop,Singapore,2,3,0.8671,1,32,payment_link
TXN004908,CUST00630,1026.47,INR,upi,issuer_decline,1,6,5,7252.27,44270.61,109,0.528,trial,desktop,USA,20,1,0.7176,0,0,reminder
TXN004909,CUST00821,2239.57,INR,card,network_error,1,3,0,2346.9,8541.79,41,0.1,active,desktop,UAE,13,0,0.9592,1,16,payment_link
TXN004910,CUST02372,6090.44,INR,wallet,insufficient_funds,3,8,3,1609.33,23213.69,65,0.785,inactive,desktop,USA,8,0,0.1322,0,0,escalate
TXN004911,CUST04975,1086.94,INR,card,issuer_decline,2,9,3,5933.04,72637.56,133,0.789,inactive,desktop,Singapore,11,2,0.6692,1,39,reminder
TXN004912,CUST04868,3627.94,INR,upi,issuer_decline,1,7,1,6665.26,65542.52,7,1.178,trial,mobile,UAE,0,6,0.9637,1,18,payment_link
TXN004913,CUST04559,4869.49,INR,upi,insufficient_funds,1,8,0,3557.26,31254.68,83,1.205,trial,mobile,UAE,22,3,0.97,1,51,retry
TXN004914,CUST01112,4587.38,INR,netbanking,issuer_decline,1,6,2,1889.18,14356.83,98,0.331,active,desktop,India,23,1,0.8214,1,24,payment_link
TXN004915,CUST02538,3149.51,INR,upi,bank_timeout,1,5,2,1313.56,7079.8,177,1.467,active,mobile,UK,2,6,0.97,1,5,payment_link
TXN004916,CUST03756,1327.01,INR,upi,network_error,2,9,4,4681.51,51456.79,47,1.538,active,desktop,India,20,1,0.97,1,37,payment_link
TXN004917,CUST02491,8481.38,INR,card,bank_timeout,1,9,2,878.35,7853.54,40,0.244,active,desktop,UK,8,0,0.97,1,32,payment_link
TXN004918,CUST02862,7610.27,INR,upi,issuer_decline,1,2,1,14367.92,55625.35,44,0.687,active,mobile,India,17,1,0.9692,1,35,payment_link
TXN004919,CUST03929,2761.29,INR,card,expired_card,1,6,4,6783.89,64355.25,130,0.435,inactive,mobile,Singapore,8,6,0.1619,0,0,escalate
TXN004920,CUST04772,3653.66,INR,upi,insufficient_funds,1,7,2,2338.25,15276.49,169,0.527,active,mobile,India,13,1,0.7935,1,45,retry
TXN004921,CUST00103,1662.53,INR,upi,incorrect_otp,2,13,3,9563.93,172135.61,51,1.649,inactive,mobile,Singapore,21,6,0.97,1,37,retry
TXN004922,CUST04637,5006.77,INR,card,network_error,2,6,1,2280.24,13690.56,168,1.258,active,desktop,UAE,7,3,0.97,1,14,payment_link
TXN004923,CUST00359,1157.99,INR,netbanking,network_error,2,12,1,2512.83,50735.7,22,1.065,inactive,tablet,India,14,4,0.9564,1,5,payment_link
TXN004924,CUST04636,1002.44,INR,card,network_error,1,7,0,1078.5,8459.17,79,0.275,active,mobile,India,10,6,0.97,1,17,payment_link
TXN004925,CUST04881,1812.63,INR,netbanking,network_error,2,6,1,2583.07,16013.62,137,0.748,inactive,mobile,UAE,21,2,0.7107,0,0,reminder
TXN004926,CUST04971,2217.05,INR,card,issuer_decline,1,5,2,2432.55,22890.34,156,0.624,active,mobile,Singapore,21,4,0.9387,1,5,payment_link
TXN004927,CUST03367,23505.16,INR,wallet,network_error,1,9,1,3852.26,38466.04,15,0.252,active,desktop,Singapore,3,6,0.97,1,26,payment_link
TXN004928,CUST02101,12686.67,INR,card,issuer_decline,2,9,0,4991.52,71860.71,24,0.443,active,desktop,USA,3,6,0.97,1,28,payment_link
TXN004929,CUST01451,7931.54,INR,card,network_error,3,16,2,3507.52,88996.82,128,1.6,inactive,tablet,Singapore,21,3,0.9196,1,13,payment_link
TXN004930,CUST00679,18337.19,INR,card,network_error,3,10,0,2717.71,54316.83,164,0.443,active,mobile,India,3,4,0.9489,1,26,payment_link
TXN004931,CUST03234,6469.43,INR,upi,bank_timeout,2,5,2,4494.51,27114.12,52,1.413,active,mobile,UK,2,5,0.9366,1,35,payment_link
TXN004932,CUST02928,3794.86,INR,netbanking,issuer_decline,1,10,2,2716.43,23477.92,73,0.248,active,mobile,UK,23,1,0.9466,1,22,payment_link
TXN004933,CUST02233,1213.29,INR,upi,network_error,3,4,3,1208.98,6256.99,12,0.533,inactive,mobile,UAE,7,2,0.8403,1,42,payment_link
TXN004934,CUST01991,2210.1,INR,card,expired_card,1,4,1,4733.36,35885.73,119,0.702,active,tablet,UAE,21,6,0.6358,0,0,reminder
TXN004935,CUST03134,465.65,INR,card,expired_card,2,9,4,9402.79,142907.22,33,0.356,active,tablet,USA,5,0,0.7265,1,46,reminder
TXN004936,CUST02525,3815.77,INR,card,bank_timeout,1,6,0,3840.27,40580.28,118,1.183,active,mobile,UK,11,2,0.97,1,5,payment_link
TXN004937,CUST00346,2014.59,INR,upi,insufficient_funds,2,11,2,1143.46,15401.02,141,1.148,active,mobile,USA,22,4,0.7627,1,39,retry
TXN004938,CUST01752,1350.55,INR,card,network_error,1,9,1,2693.79,29625.92,165,0.803,active,desktop,Singapore,8,3,0.9629,1,15,payment_link
TXN004939,CUST03772,4561.35,INR,netbanking,incorrect_otp,1,8,1,8301.46,71646.28,102,1.354,active,tablet,Singapore,8,5,0.97,1,5,retry
TXN004940,CUST03204,524.72,INR,card,network_error,1,10,4,2847.57,48251.03,37,0.567,active,mobile,Singapore,15,6,0.97,1,7,payment_link
TXN004941,CUST02102,4004.9,INR,upi,bank_timeout,1,9,1,7925.98,71288.92,180,1.569,active,desktop,India,13,3,0.97,1,9,payment_link
TXN004942,CUST04265,1091.92,INR,upi,network_error,1,9,3,1946.87,20456.63,156,0.696,trial,mobile,India,3,6,0.9606,1,38,payment_link
TXN004943,CUST02923,9206.74,INR,upi,incorrect_otp,4,9,0,21227.07,266366.24,99,1.826,active,mobile,UAE,8,2,0.8747,1,21,retry
TXN004944,CUST03744,2441.89,INR,netbanking,insufficient_funds,1,6,0,2617.66,22982.26,163,0.618,active,mobile,Singapore,12,0,0.7702,1,25,retry
TXN004945,CUST02231,2950.65,INR,card,incorrect_otp,2,10,3,3424.6,51639.41,45,0.993,active,desktop,UAE,13,2,0.97,1,5,retry
TXN004946,CUST01863,6520.15,INR,wallet,insufficient_funds,2,7,3,2355.76,17374.88,169,1.561,active,desktop,USA,16,6,0.7555,1,56,retry
TXN004947,CUST01089,7856.4,INR,card,network_error,2,8,3,6978.6,68665.79,111,0.184,active,mobile,UK,6,0,0.9361,1,25,payment_link
TXN004948,CUST01352,6945.53,INR,card,bank_timeout,1,5,4,3176.45,23984.67,178,1.08,trial,mobile,India,14,2,0.877,1,8,payment_link
TXN004949,CUST01942,3395.03,INR,card,network_error,2,11,0,1341.12,13639.02,177,1.493,inactive,desktop,UK,2,4,0.861,0,0,payment_link
TXN004950,CUST04184,3833.93,INR,card,incorrect_otp,1,10,2,1614.26,22183.69,128,0.173,inactive,desktop,USA,7,3,0.5142,1,65,reminder
TXN004951,CUST04891,11755.74,INR,card,issuer_decline,1,9,2,2967.25,44589.57,97,1.12,trial,desktop,UK,13,6,0.9082,1,37,payment_link
TXN004952,CUST00066,2409.75,INR,netbanking,network_error,2,6,2,1415.94,10877.37,95,0.798,active,mobile,India,4,3,0.8989,1,39,payment_link
TXN004953,CUST01861,4714.2,INR,card,issuer_decline,1,8,2,2094.49,17842.68,167,1.604,trial,desktop,UK,22,6,0.918,1,28,payment_link
TXN004954,CUST00992,9159.64,INR,card,bank_timeout,1,8,2,5160.71,67697.33,50,0.514,active,mobile,India,4,2,0.97,1,5,payment_link
TXN004955,CUST00878,1544.23,INR,card,insufficient_funds,2,9,1,2096.92,18840.06,159,0.517,inactive,mobile,USA,10,4,0.2301,0,0,escalate
TXN004956,CUST00496,7825.27,INR,wallet,bank_timeout,1,8,0,4052.65,47383.1,13,1.903,inactive,desktop,UAE,6,2,0.97,1,10,payment_link
TXN004957,CUST04884,661.75,INR,upi,bank_timeout,1,11,3,971.0,20280.59,83,1.715,active,mobile,USA,5,4,0.97,1,20,payment_link
TXN004958,CUST01259,4560.44,INR,netbanking,incorrect_otp,2,10,3,11341.88,214284.96,29,0.099,trial,mobile,UAE,1,0,0.896,1,5,retry
TXN004959,CUST01155,4326.78,INR,netbanking,bank_timeout,1,6,0,2256.22,24987.1,116,0.969,active,mobile,USA,10,2,0.97,0,0,payment_link
TXN004960,CUST04810,3622.24,INR,upi,network_error,4,11,2,1120.47,19307.95,43,0.866,inactive,tablet,USA,6,1,0.7013,1,44,reminder
TXN004961,CUST04196,4068.67,INR,upi,bank_timeout,3,7,2,10408.37,139004.04,45,0.024,trial,mobile,UK,23,5,0.7842,0,0,payment_link
TXN004962,CUST03023,3989.08,INR,upi,insufficient_funds,1,12,2,3570.75,67839.3,63,0.375,active,mobile,Singapore,12,2,0.9614,1,5,retry
TXN004963,CUST01826,18945.12,INR,wallet,issuer_decline,1,8,2,8566.72,80405.01,141,1.787,inactive,mobile,India,2,4,0.9426,1,15,payment_link
TXN004964,CUST04421,1161.29,INR,card,bank_timeout,1,5,5,3159.61,18917.86,110,1.144,inactive,mobile,UAE,6,5,0.7479,1,10,reminder
TXN004965,CUST04578,7356.38,INR,upi,incorrect_otp,1,8,3,3181.13,39711.9,150,1.226,active,mobile,Singapore,0,4,0.9379,1,61,retry
TXN004966,CUST04169,8703.41,INR,card,expired_card,1,6,3,1494.17,17702.08,145,0.07,active,mobile,UAE,10,5,0.3543,1,80,escalate
TXN004967,CUST02082,22139.21,INR,card,issuer_decline,1,5,9,3973.43,36587.24,40,0.213,trial,mobile,UK,5,3,0.2561,0,0,escalate
TXN004968,CUST04285,4167.29,INR,wallet,expired_card,1,10,3,7635.25,71833.6,124,0.93,inactive,mobile,Singapore,3,0,0.3871,0,0,escalate
TXN004969,CUST00846,459.18,INR,card,issuer_decline,1,9,0,2224.26,21450.04,176,1.069,active,mobile,UK,18,2,0.948,1,46,payment_link
